method_id,method_name,image,attack,phase,psnr,ssim,nc,ncc,ber,embed_time_sec,extract_time_sec
dwt_hd_svd_2025,DWT_HD_SVD_2025,airplane,no_attack,before_attack,39.766723330217445,0.9959206159404728,0.9966062924064687,0.9931680203150749,0.00341796875,0.061469623999983014,0.011675888999889139
dwt_hd_svd_2025,DWT_HD_SVD_2025,airplane,jpeg_q90,after_attack,33.04477479196238,0.9387439174842561,0.9900565126431453,0.9799825494868463,0.010009765625,0.061469623999983014,0.010908169000003909
dwt_hd_svd_2025,DWT_HD_SVD_2025,airplane,jpeg_q70,after_attack,31.56016964122117,0.9105729319286534,0.9776811978382893,0.955078179558024,0.0224609375,0.061469623999983014,0.010813720999976795
dwt_hd_svd_2025,DWT_HD_SVD_2025,airplane,gaussian_noise_sigma5,after_attack,33.088067641609605,0.8304587881448858,0.9893504231941805,0.9785311287574123,0.0107421875,0.061469623999983014,0.010790029999952822
dwt_hd_svd_2025,DWT_HD_SVD_2025,airplane,salt_pepper_0p005,after_attack,27.786631690589928,0.8816028221193607,0.9709639469353009,0.9414244075850242,0.029296875,0.061469623999983014,0.010652306999872962
dwt_hd_svd_2025,DWT_HD_SVD_2025,airplane,median_3x3,after_attack,33.60240663011264,0.9417516399289889,0.9127982209107954,0.8233227840009536,0.08837890625,0.061469623999983014,0.0117138299999624
dwt_hd_svd_2025,DWT_HD_SVD_2025,airplane,gaussian_blur_r1,after_attack,30.61657629301484,0.9365376809291183,0.8553889099046592,0.7066213795680956,0.146728515625,0.061469623999983014,0.011069557000155328
dwt_hd_svd_2025,DWT_HD_SVD_2025,airplane,hist_equalization,after_attack,11.623537082707657,0.5595981765066935,0.500486914116866,-0.002942851741072033,0.50146484375,0.061469623999983014,0.012700682000058805
dwt_hd_svd_2025,DWT_HD_SVD_2025,airplane,rotation_2deg,after_attack,16.1340606937032,0.5271905716122917,0.7299263039056942,0.45215077744012255,0.27392578125,0.061469623999983014,0.012572987999874385
dwt_hd_svd_2025,DWT_HD_SVD_2025,airplane,crop_resize_90,after_attack,15.466512498027079,0.47604831943582954,0.7644487615347257,0.5263535234394876,0.23681640625,0.061469623999983014,0.011067773000149828
dwt_hd_svd_2025,DWT_HD_SVD_2025,airplane,gamma_1p2,after_attack,26.52435922941922,0.9870121784934947,0.5013375938822738,-0.0014806070871293908,0.500732421875,0.061469623999983014,0.011114415000065492
